id,timestamp,user_name,chinese_name,email,age,income,gender,country,chinese_address,purchase_history,is_active,registration_date,credit_score,phone_number,province_extracted,city_extracted,province_city_match
13,2023-05-05T20:43:31+00:00,ostyqoavwl,段国强,ijoaphuu@126.com,49,574000.0,女,英国,甘肃省南通西湖路59号5单元1417,"{""average_price"":717.85,""category"":""食品"",""items"":[{""id"":990},{""id"":163},{""id"":392},{""id"":746}]}",False,2020-10-20,507,653-587-8252,甘肃省,南通,False
14,2024-05-04T04:18:42+00:00,fusoxemnb,陆雪,eyhtkauq@hotmail.com,60,597000.0,男,美国,河北省潍坊广州路20号2单元957,"{""average_price"":889.12,""category"":""食品"",""items"":[{""id"":488},{""id"":838},{""id"":549},{""id"":696},{""id"":921},{""id"":205},{""id"":774}]}",False,2023-02-23,583,676-580-6785,河北省,潍坊,False
15,2024-08-02T12:53:03+00:00,dytzkym,蒋建华,dmhqjifh@gmail.com,37,552000.0,女,英国,福建省株洲胜利路79号6单元1817,"{""average_price"":57.52,""category"":""家居"",""items"":[{""id"":5},{""id"":343},{""id"":661},{""id"":602},{""id"":750},{""id"":124}]}",False,2023-09-23,430,587-562-3650,福建省,株洲,False
16,2024-02-09T09:05:55+00:00,WYWILISQFW,孟敏,lsjaiove@163.com,48,74000.0,女,澳大利亚,香港特别行政区泉州文化路167号4单元1771,"{""average_price"":534.7,""category"":""食品"",""items"":[{""id"":98},{""id"":25},{""id"":43}]}",False,2022-08-08,503,618-442-3423,香港特别行政区,泉州,False
17,2023-12-04T21:36:27+00:00,qivrzslwv,邵嘉,lcxcnzkg@163.com,75,811000.0,女,俄罗斯,台湾省中山工业路114号3单元1429,"{""average_price"":751.51,""category"":""家居"",""items"":[{""id"":498}]}",False,2022-03-04,678,692-140-7019,台湾省,中山,False
18,2023-06-10T18:19:33+00:00,UNVWLA,韩云,gsfvoowe@gmail.com,51,487000.0,未指定,澳大利亚,云南省常州振兴路25号1单元1795,"{""average_price"":270.37,""category"":""书籍"",""items"":[{""id"":216},{""id"":294},{""id"":251},{""id"":913}]}",False,2021-01-12,525,458-153-9832,云南省,常州,False
19,2023-06-14T18:55:24+00:00,DRKTRGOD,邹刚,wrxicfmk@gmail.com,52,361000.0,男,中国,吉林省成都中山路9号4单元1511,"{""average_price"":573.31,""category"":""书籍"",""items"":[{""id"":437},{""id"":832}]}",False,2021-01-22,530,644-372-3355,吉林省,成都,False
20,2024-02-01T03:44:53+00:00,KVBZDN,袁伟,umtqfwlm@163.com,97,6000.0,男,德国,天津市福州复兴路130号1单元2395,"{""average_price"":481.23999999999995,""category"":""书籍"",""items"":[{""id"":151},{""id"":169},{""id"":368},{""id"":261}]}",False,2022-07-19,830,760-735-3783,天津市,福州,False
21,2024-05-14T23:36:00+00:00,fsmcew,袁梓涵,axcyifma@163.com,75,995000.0,女,巴西,江苏省郑州安康路53号7单元2472,"{""average_price"":658.45,""category"":""电子产品"",""items"":[{""id"":256},{""id"":438},{""id"":390},{""id"":171}]}",False,2023-03-20,682,593-545-2769,江苏省,郑州,False
22,2024-04-05T14:21:15+00:00,yqvqcuy,许志强,uwsavpic@163.com,39,778000.0,女,俄罗斯,山东省惠州民族路181号2单元1730,"{""average_price"":414.90999999999997,""category"":""电子产品"",""items"":[{""id"":806},{""id"":87},{""id"":944},{""id"":299},{""id"":224},{""id"":860},{""id"":873},{""id"":813}]}",False,2022-12-18,444,478-189-2910,山东省,惠州,False
23,2024-03-09T21:14:19+00:00,WVCFORIWMV,孟萍,yaqfzmxq@qq.com,55,465000.0,女,法国,山西省无锡友谊路95号6单元381,"{""average_price"":584.1999999999999,""category"":""服装"",""items"":[{""id"":401},{""id"":706},{""id"":768},{""id"":653},{""id"":518}]}",False,2022-10-16,546,753-421-9909,山西省,无锡,False
24,2023-05-17T17:22:24+00:00,OXSZHM,马波,vakbtzkv@outlook.com,68,427000.0,未指定,澳大利亚,黑龙江省厦门上海路34号5单元147,"{""average_price"":536.6800000000001,""category"":""电子产品"",""items"":[{""id"":994},{""id"":869},{""id"":590},{""id"":411},{""id"":577},{""id"":75},{""id"":375},{""id"":922}]}",False,2020-11-17,632,771-743-5603,黑龙江省,厦门,False
25,2023-08-28T09:35:45+00:00,GQMBZU,萧俊,wltxiaql@hotmail.com,89,435000.0,女,英国,甘肃省烟台建设路188号3单元637,"{""average_price"":31.779999999999998,""category"":""服装"",""items"":[{""id"":345},{""id"":837},{""id"":377},{""id"":372},{""id"":551},{""id"":256},{""id"":36},{""id"":57},{""id"":594}]}",False,2021-07-16,776,670-539-8543,甘肃省,烟台,False
26,2024-04-13T18:55:25+00:00,HMEMKC,袁桂英,ethctdma@126.com,39,377000.0,男,印度,内蒙古自治区大连新华路193号5单元1102,"{""average_price"":669.34,""category"":""食品"",""items"":[{""id"":803},{""id"":131}]}",False,2023-01-06,441,929-284-7969,内蒙古自治区,大连,False
27,2023-07-09T10:47:41+00:00,xqotvrumdz,汤松,ieivygjv@gmail.com,91,516000.0,男,印度,台湾省南宁工业路116号2单元380,"{""average_price"":84.25,""category"":""食品"",""items"":[{""id"":944},{""id"":632},{""id"":273},{""id"":647},{""id"":752}]}",False,2021-03-21,790,612-460-5980,台湾省,南宁,False
28,2023-02-07T00:34:07+00:00,qrqnzh,谢松,ijkzwfod@gmail.com,23,515000.0,女,法国,澳门特别行政区台州学院路82号5单元279,"{""average_price"":481.23999999999995,""category"":""电子产品"",""items"":[{""id"":777},{""id"":538},{""id"":617},{""id"":137},{""id"":969},{""id"":152},{""id"":652},{""id"":119},{""id"":585}]}",False,2020-03-27,336,695-641-7753,澳门特别行政区,台州,False
29,2025-02-10T12:23:31+00:00,maxod,赵浩,flfijeji@gmail.com,30,972000.0,男,德国,广东省武汉文化路30号6单元929,"{""average_price"":281.26000000000005,""category"":""电子产品"",""items"":[{""id"":862},{""id"":373},{""id"":346},{""id"":335},{""id"":930},{""id"":217},{""id"":8}]}",False,2024-12-17,385,735-155-9315,广东省,武汉,False
30,2025-03-08T19:52:56+00:00,GQLOHCM,卢娟,psegmrqf@hotmail.com,54,237000.0,男,中国,福建省温州友谊路8号1单元1526,"{""average_price"":544.6,""category"":""食品"",""items"":[{""id"":439},{""id"":194},{""id"":704},{""id"":594},{""id"":358},{""id"":891},{""id"":14},{""id"":265},{""id"":344},{""id"":818}]}",False,2025-02-17,542,122-138-5772,福建省,温州,False
31,2024-05-06T20:45:17+00:00,AQGWYGOHLR,龚磊,spiyggxc@126.com,91,144000.0,男,日本,江西省嘉兴胜利路160号1单元1699,"{""average_price"":863.38,""category"":""服装"",""items"":[{""id"":573},{""id"":243}]}",False,2023-03-01,785,418-128-5481,江西省,嘉兴,False
32,2023-11-17T06:59:21+00:00,RMAMQVZT,余桂英,izwbkqrf@outlook.com,60,369000.0,男,印度,山西省大连安定路126号2单元1653,"{""average_price"":904.96,""category"":""家居"",""items"":[{""id"":828}]}",False,2022-01-22,580,125-960-4479,山西省,大连,False
33,2024-07-28T09:12:39+00:00,qipihkqza,金松,ymkbhrll@outlook.com,47,503000.0,女,巴西,江西省西安人民路173号6单元1393,"{""average_price"":198.1,""category"":""服装"",""items"":[{""id"":16},{""id"":982},{""id"":361},{""id"":411},{""id"":726},{""id"":260}]}",False,2023-09-11,498,326-921-3364,江西省,西安,False
34,2024-05-21T03:29:27+00:00,qfygvacy,夏燕,ngjxzvkb@qq.com,51,688000.0,男,印度,香港特别行政区西安幸福路24号5单元1244,"{""average_price"":206.02,""category"":""电子产品"",""items"":[{""id"":435},{""id"":703},{""id"":984}]}",False,2023-04-04,525,369-263-4928,香港特别行政区,西安,False
35,2023-06-09T19:30:02+00:00,DOQXOBU,丁丽,phpxizkj@outlook.com,24,107000.0,女,德国,西藏自治区泉州兴安路75号3单元904,"{""average_price"":194.14,""category"":""电子产品"",""items"":[{""id"":981},{""id"":547},{""id"":55},{""id"":869},{""id"":748},{""id"":190}]}",False,2021-01-10,343,916-232-7110,西藏自治区,泉州,False
36,2023-12-08T15:26:29+00:00,KMRAHKS,彭华,llxewimb@outlook.com,44,409000.0,女,澳大利亚,北京市长沙新华路13号6单元2373,"{""average_price"":215.92,""category"":""电子产品"",""items"":[{""id"":454},{""id"":684},{""id"":918},{""id"":901},{""id"":498},{""id"":330},{""id"":861},{""id"":110},{""id"":42}]}",False,2022-03-13,473,252-431-3347,北京市,长沙,False
37,2023-10-18T04:15:46+00:00,EPEXNZW,薛洋,stvqswvj@outlook.com,85,178000.0,男,印度,陕西省石家庄南京路178号1单元735,"{""average_price"":552.5200000000001,""category"":""食品"",""items"":[{""id"":512},{""id"":157},{""id"":854},{""id"":365},{""id"":785}]}",False,2021-11-12,747,205-440-4457,陕西省,石家,False
38,2023-10-18T02:17:56+00:00,PNGMVJL,贾波,nsypzjhf@outlook.com,57,419000.0,女,巴西,广东省厦门兴华路56号2单元1476,"{""average_price"":952.4799999999999,""category"":""食品"",""items"":[{""id"":649},{""id"":966},{""id"":228},{""id"":412},{""id"":861}]}",False,2021-11-12,559,451-253-6896,广东省,厦门,False
39,2023-11-15T17:10:11+00:00,ibqhmyr,丁燕,hwejpccl@hotmail.com,50,691000.0,男,美国,黑龙江省合肥西湖路20号6单元2270,"{""average_price"":51.580000000000005,""category"":""电子产品"",""items"":[{""id"":331},{""id"":498}]}",False,2022-01-18,512,979-741-8252,黑龙江省,合肥,False
40,2024-02-20T19:59:09+00:00,loziqdr,吕欣怡,aodbklhx@gmail.com,90,963000.0,女,巴西,青海省哈尔滨中山路196号3单元1086,"{""average_price"":783.19,""category"":""书籍"",""items"":[{""id"":98}]}",False,2022-09-03,780,369-301-8739,青海省,哈尔,False
41,2024-05-29T21:42:10+00:00,mswhw,徐建华,azxwzjre@qq.com,94,559000.0,女,澳大利亚,辽宁省长沙中山路29号2单元1144,"{""average_price"":198.1,""category"":""书籍"",""items"":[{""id"":217},{""id"":103},{""id"":474},{""id"":602},{""id"":21},{""id"":938},{""id"":272},{""id"":869},{""id"":638},{""id"":798}]}",False,2023-04-24,810,467-224-9698,辽宁省,长沙,False
42,2024-03-22T09:57:31+00:00,xscrqpgd,姚燕,lrmkrwlv@outlook.com,32,694000.0,女,俄罗斯,辽宁省北京兴隆路127号4单元2457,"{""average_price"":277.3,""category"":""书籍"",""items"":[{""id"":32},{""id"":994},{""id"":837},{""id"":263},{""id"":577},{""id"":280},{""id"":334},{""id"":754},{""id"":91},{""id"":62}]}",False,2022-11-14,393,460-735-7914,辽宁省,北京,False
43,2023-06-16T15:59:31+00:00,istqymqee,邵燕,lxylzjha@126.com,24,697000.0,女,澳大利亚,西藏自治区徐州朝阳路38号1单元1323,"{""average_price"":776.26,""category"":""食品"",""items"":[{""id"":1},{""id"":813},{""id"":641},{""id"":867},{""id"":197},{""id"":166},{""id"":993}]}",False,2021-01-26,340,621-354-2046,西藏自治区,徐州,False
44,2024-02-12T17:24:43+00:00,HBIWXJYN,杜涛,vpjsubwb@hotmail.com,73,261000.0,女,俄罗斯,河南省南昌安康路180号4单元892,"{""average_price"":41.68,""category"":""食品"",""items"":[{""id"":634},{""id"":637},{""id"":404},{""id"":606},{""id"":617},{""id"":834},{""id"":927}]}",False,2022-08-15,668,995-882-6312,河南省,南昌,False
45,2024-03-25T21:48:11+00:00,POKHNSJFO,顾磊,jwplavrk@qq.com,51,142000.0,男,日本,天津市重庆新华路99号4单元1095,"{""average_price"":768.34,""category"":""电子产品"",""items"":[{""id"":248}]}",False,2022-11-22,523,166-437-9301,天津市,重庆,False
46,2024-06-21T17:17:24+00:00,CQPOSDC,彭俊,nhcoknfp@hotmail.com,64,448000.0,男,日本,西藏自治区无锡兴业路110号4单元269,"{""average_price"":956.4399999999999,""category"":""服装"",""items"":[{""id"":698},{""id"":815},{""id"":790},{""id"":749}]}",False,2023-06-17,609,532-234-8229,西藏自治区,无锡,False
47,2023-04-11T03:20:21+00:00,OVVHLVV,吕强,rxkzxfgx@qq.com,80,118000.0,女,巴西,云南省兰州黄河路82号7单元2384,"{""average_price"":340.66,""category"":""电子产品"",""items"":[{""id"":188},{""id"":743},{""id"":264},{""id"":906},{""id"":244}]}",False,2020-08-23,711,439-434-5963,云南省,兰州,False
48,2023-02-19T19:02:09+00:00,crqkzrasjs,易飞,etrhzjjv@163.com,52,603000.0,女,巴西,河南省杭州北京路100号1单元123,"{""average_price"":827.74,""category"":""家居"",""items"":[{""id"":126},{""id"":443},{""id"":766},{""id"":924},{""id"":985},{""id"":834},{""id"":189}]}",False,2020-04-26,528,150-634-1198,河南省,杭州,False
49,2023-03-21T16:56:34+00:00,jjblrlgcbk,段国强,sjyjmulo@outlook.com,78,580000.0,男,印度,北京市成都兴业路185号2单元911,"{""average_price"":25.84,""category"":""家居"",""items"":[{""id"":84},{""id"":317},{""id"":739},{""id"":969},{""id"":122},{""id"":61},{""id"":471},{""id"":779}]}",False,2020-07-06,701,812-250-8229,北京市,成都,False
50,2024-03-07T02:20:14+00:00,jqtvu,刘子轩,dltrkkwt@outlook.com,48,864000.0,男,中国,重庆市佛山健康路5号7单元752,"{""average_price"":153.54999999999998,""category"":""书籍"",""items"":[{""id"":331},{""id"":899},{""id"":182},{""id"":625},{""id"":342},{""id"":610},{""id"":808}]}",False,2022-10-09,504,504-875-2583,重庆市,佛山,False
51,2023-10-16T00:49:51+00:00,SLBLXEDXOM,孟娟,jmatpqnl@hotmail.com,65,239000.0,男,日本,内蒙古自治区天津兴安路84号6单元2385,"{""average_price"":878.23,""category"":""服装"",""items"":[{""id"":370},{""id"":687},{""id"":843},{""id"":617},{""id"":9},{""id"":934},{""id"":874},{""id"":334}]}",False,2021-11-07,613,669-345-6820,内蒙古自治区,天津,False
52,2024-08-31T23:49:29+00:00,FPTFJCCWUM,钱涛,xqvcamop@qq.com,28,256000.0,女,德国,广西壮族自治区长沙学院路56号3单元1911,"{""average_price"":507.97,""category"":""食品"",""items"":[{""id"":996},{""id"":689},{""id"":849},{""id"":660},{""id"":196}]}",False,2023-12-01,367,467-236-1308,广西壮族自治区,长沙,False
53,2025-02-16T07:26:44+00:00,tluupns,阎飞,sgvvujme@126.com,57,612000.0,男,中国,江苏省台州安宁路185号5单元101,"{""average_price"":457.48,""category"":""书籍"",""items"":[{""id"":80},{""id"":321},{""id"":858},{""id"":228},{""id"":373}]}",False,2024-12-31,562,584-655-2229,江苏省,台州,False
54,2023-08-27T19:41:32+00:00,nxjsxr,冯思,jmqokaxf@qq.com,36,891000.0,男,印度,西藏自治区天津胜利路198号6单元1209,"{""average_price"":492.13,""category"":""服装"",""items"":[{""id"":928},{""id"":360},{""id"":786},{""id"":155}]}",False,2021-07-15,421,686-206-6266,西藏自治区,天津,False
55,2023-08-02T14:48:46+00:00,BOHOIWYG,范娜,bdnnvmuw@hotmail.com,49,38000.0,女,澳大利亚,四川省泉州和谐路81号5单元1580,"{""average_price"":716.86,""category"":""服装"",""items"":[{""id"":14},{""id"":42},{""id"":315},{""id"":598},{""id"":148}]}",False,2021-05-16,511,345-881-6739,四川省,泉州,False
56,2023-09-01T04:31:34+00:00,KCBWBB,梁敏,fkbqyxwb@qq.com,31,66000.0,未指定,澳大利亚,天津市大连上海路182号1单元695,"{""average_price"":677.26,""category"":""食品"",""items"":[{""id"":514},{""id"":464},{""id"":973}]}",False,2021-07-25,391,410-401-9377,天津市,大连,False
57,2024-11-07T22:49:24+00:00,UFXAITGS,任芳,dbefkdcn@126.com,37,25000.0,男,德国,香港特别行政区东莞上海路139号6单元1996,"{""average_price"":182.26,""category"":""家居"",""items"":[{""id"":166},{""id"":860},{""id"":535}]}",False,2024-05-09,430,346-213-1564,香港特别行政区,东莞,False
58,2023-04-30T19:42:52+00:00,WZEMJM,郭军,uhjoxhey@hotmail.com,45,155000.0,女,澳大利亚,安徽省台州民族路92号2单元1885,"{""average_price"":597.0699999999999,""category"":""书籍"",""items"":[{""id"":319},{""id"":141},{""id"":951},{""id"":501},{""id"":244},{""id"":30},{""id"":237}]}",False,2020-10-08,485,494-274-7341,安徽省,台州,False
59,2023-05-03T12:39:08+00:00,JNGYH,陈俊,xifbixco@qq.com,99,443000.0,男,日本,黑龙江省宁波和平路4号5单元1596,"{""average_price"":560.44,""category"":""书籍"",""items"":[{""id"":552},{""id"":205},{""id"":347},{""id"":328}]}",False,2020-10-14,839,902-112-3379,黑龙江省,宁波,False
60,2023-08-01T01:17:47+00:00,SYJKGHITTO,段俊,fcyqpxvq@outlook.com,18,439000.0,男,日本,台湾省乌鲁木齐康乐路166号2单元2081,"{""average_price"":407.98,""category"":""书籍"",""items"":[{""id"":69},{""id"":646}]}",False,2021-05-13,301,586-484-8341,台湾省,乌鲁,False
61,2023-04-06T02:13:08+00:00,lwznirtflm,万梓涵,ufqsdyid@qq.com,92,999000.0,女,俄罗斯,江苏省太原建设路64号6单元2427,"{""average_price"":968.3199999999999,""category"":""食品"",""items"":[{""id"":302},{""id"":223},{""id"":5},{""id"":675},{""id"":239},{""id"":951},{""id"":950}]}",False,2020-08-11,793,615-318-8756,江苏省,太原,False
62,2023-07-27T16:12:29+00:00,uppwxqkeeg,漕梓萱,hmzlcrqh@126.com,28,881000.0,男,日本,湖北省太原中山路143号5单元1375,"{""average_price"":454.51,""category"":""食品"",""items"":[{""id"":62},{""id"":906},{""id"":303},{""id"":773},{""id"":686},{""id"":196},{""id"":429}]}",False,2021-05-02,368,386-186-8457,湖北省,太原,False
63,2023-05-19T14:18:56+00:00,micrcw,宋丹,gvldjjjh@hotmail.com,57,648000.0,男,日本,宁夏回族自治区天津和谐路69号5单元2042,"{""average_price"":386.2,""category"":""食品"",""items"":[{""id"":529},{""id"":512},{""id"":410},{""id"":263},{""id"":893}]}",False,2020-11-21,561,196-779-5552,宁夏回族自治区,天津,False
64,2023-05-29T06:23:22+00:00,wrxnpt,马松,dpfrjccc@outlook.com,93,509000.0,男,中国,海南省苏州振兴路74号5单元2125,"{""average_price"":607.96,""category"":""电子产品"",""items"":[{""id"":984},{""id"":845},{""id"":266},{""id"":392},{""id"":353},{""id"":49},{""id"":870},{""id"":384},{""id"":44},{""id"":188}]}",False,2020-12-14,801,424-469-7531,海南省,苏州,False
65,2024-10-17T03:20:48+00:00,FAZHIATOKK,钱磊,yxxbycdx@gmail.com,74,149000.0,女,巴西,新疆维吾尔自治区台州北京路175号3单元1546,"{""average_price"":426.78999999999996,""category"":""电子产品"",""items"":[{""id"":880},{""id"":892},{""id"":565},{""id"":335},{""id"":70},{""id"":999},{""id"":587}]}",False,2024-03-19,674,346-108-2273,新疆维吾尔自治区,台州,False
66,2023-09-01T07:39:34+00:00,INDTDI,罗刚,nqmrrkfj@hotmail.com,52,359000.0,女,澳大利亚,澳门特别行政区南昌兴隆路132号2单元1307,"{""average_price"":908.9200000000001,""category"":""电子产品"",""items"":[{""id"":161},{""id"":139},{""id"":441},{""id"":690},{""id"":457},{""id"":765},{""id"":895}]}",False,2021-07-25,531,733-985-2787,澳门特别行政区,南昌,False
67,2024-12-10T18:32:10+00:00,zjibm,黄雪,vmwpzqof@163.com,31,592000.0,女,俄罗斯,河北省厦门建设路64号7单元646,"{""average_price"":924.76,""category"":""家居"",""items"":[{""id"":333},{""id"":254},{""id"":463},{""id"":189},{""id"":74},{""id"":252},{""id"":765},{""id"":425},{""id"":314},{""id"":717}]}",False,2024-07-25,389,673-606-9836,河北省,厦门,False
68,2023-04-23T04:25:06+00:00,YIMYWTY,许华,xdxaoiku@qq.com,64,409000.0,男,德国,宁夏回族自治区苏州友谊路65号7单元963,"{""average_price"":730.72,""category"":""书籍"",""items"":[{""id"":634},{""id"":313},{""id"":719}]}",False,2020-09-20,609,882-773-2708,宁夏回族自治区,苏州,False
69,2023-12-06T05:28:05+00:00,gafnkewtr,毛桂兰,famrjgsc@126.com,20,756000.0,女,巴西,湖北省无锡民族路65号3单元133,"{""average_price"":739.63,""category"":""电子产品"",""items"":[{""id"":368},{""id"":125}]}",False,2022-03-07,319,558-243-8827,湖北省,无锡,False
70,2024-09-16T14:29:50+00:00,OBSIR,胡敏,xixnokxi@126.com,68,79000.0,女,巴西,四川省西安富强路70号2单元1936,"{""average_price"":304.03,""category"":""电子产品"",""items"":[{""id"":703},{""id"":953},{""id"":928},{""id"":807},{""id"":579},{""id"":488},{""id"":998},{""id"":658},{""id"":379},{""id"":585}]}",False,2024-01-07,634,926-911-5480,四川省,西安,False
71,2024-04-16T11:03:07+00:00,NKFHNO,韩刚,bueahgqv@163.com,49,352000.0,女,英国,河南省兰州幸福路106号5单元478,"{""average_price"":357.48999999999995,""category"":""书籍"",""items"":[{""id"":952},{""id"":868},{""id"":291},{""id"":565},{""id"":869},{""id"":995},{""id"":174},{""id"":841}]}",False,2023-01-12,511,198-137-2871,河南省,兰州,False
72,2023-09-28T19:44:21+00:00,EJWSRO,萧秀兰,qmjlopsz@163.com,38,315000.0,男,美国,西藏自治区济南胜利路142号6单元1532,"{""average_price"":108.01,""category"":""家居"",""items"":[{""id"":933}]}",False,2021-09-28,437,492-472-5603,西藏自治区,济南,False
73,2024-12-08T02:12:18+00:00,AACPH,杨俊,vachjtnd@qq.com,53,442000.0,未指定,澳大利亚,河北省潍坊工业路49号1单元669,"{""average_price"":715.87,""category"":""食品"",""items"":[{""id"":464},{""id"":844},{""id"":5},{""id"":735},{""id"":544},{""id"":379},{""id"":130},{""id"":370},{""id"":56}]}",False,2024-07-19,533,428-806-5932,河北省,潍坊,False
74,2024-04-13T18:58:34+00:00,mdugzrtahi,钱嘉,wijqybsb@163.com,68,813000.0,男,德国,安徽省成都西湖路110号2单元933,"{""average_price"":138.70000000000002,""category"":""家居"",""items"":[{""id"":281},{""id"":36},{""id"":901},{""id"":797}]}",False,2023-01-06,635,765-494-6840,安徽省,成都,False
75,2025-01-19T21:24:15+00:00,WZFGI,胡明,qudxamzc@hotmail.com,20,269000.0,男,日本,澳门特别行政区广州兴安路23号1单元1651,"{""average_price"":964.36,""category"":""电子产品"",""items"":[{""id"":985},{""id"":756},{""id"":916},{""id"":484},{""id"":855},{""id"":528}]}",False,2024-10-27,317,470-874-9562,澳门特别行政区,广州,False
76,2024-01-26T23:08:10+00:00,WFMVETBJIH,龚文,lowgzbwl@outlook.com,56,472000.0,男,美国,四川省乌鲁木齐幸福路60号2单元111,"{""average_price"":688.1500000000001,""category"":""家居"",""items"":[{""id"":924},{""id"":187},{""id"":994},{""id"":424},{""id"":751},{""id"":592},{""id"":458}]}",False,2022-07-07,557,518-201-3979,四川省,乌鲁,False
77,2023-10-08T15:46:05+00:00,EDPSTUJB,潘丽,ptqssikr@gmail.com,90,110000.0,女,俄罗斯,香港特别行政区潍坊平安路94号1单元1045,"{""average_price"":443.62,""category"":""食品"",""items"":[{""id"":387},{""id"":788},{""id"":674},{""id"":617},{""id"":883},{""id"":815}]}",False,2021-10-21,780,108-740-9129,香港特别行政区,潍坊,False
78,2023-10-30T02:33:16+00:00,JYWTISDZ,石英,gexaaznt@qq.com,56,386000.0,男,日本,宁夏回族自治区沈阳振兴路137号2单元1130,"{""average_price"":462.43,""category"":""书籍"",""items"":[{""id"":692},{""id"":944},{""id"":426},{""id"":366},{""id"":908},{""id"":604},{""id"":954},{""id"":521},{""id"":428}]}",False,2021-12-10,555,802-935-2992,宁夏回族自治区,沈阳,False
79,2023-01-30T00:21:57+00:00,BUUWU,徐明,rdvcbhjc@126.com,73,276000.0,男,印度,吉林省金华青年路106号4单元1083,"{""average_price"":878.23,""category"":""服装"",""items"":[{""id"":279},{""id"":289},{""id"":35},{""id"":20},{""id"":625},{""id"":80},{""id"":232},{""id"":831},{""id"":473},{""id"":607}]}",False,2020-03-09,671,295-192-5262,吉林省,金华,False
